# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 27 20:44:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
Kepler-539 c,1,2,Transit Timing Variations,1000.00000000000,,,-1,2.4200000000,0.5000000000,-0.5100000000,0,13.30000000,,,0,762.79200000,381.39600000,-381.39600000,0,0.500000,0.100000,-0.100000,0,0.1486,0.0625,-0.0625,0,253.00,27.00,-27.00,0,5820.00,80.00,-80.00,0,0.952000,0.018000,-0.018000,0,1.048000,0.042000,-0.042000,0,307.31800000,3.57000000,-3.48900000
Kepler-54 b,1,3,Transit,8.01094340000,0.00006900000,-0.00006900000,0,0.0619000000,0.0024600000,-0.0024600000,0,2.10000000,,,0,0.98000000,0.34000000,-0.22000000,0,0.022000,0.020000,-0.015000,0,12.3570,1.2670,-1.1660,0,453.00,,,0,3705.00,,,0,0.500000,,,0,0.510000,,,0,271.70100000,2.91750000,-2.91750000
Kepler-54 c,1,3,Transit,12.07172490000,0.00029000000,-0.00029000000,0,0.0809000000,,,0,1.23000000,,,0,0.70000000,0.25000000,-0.16000000,0,0.000000,,,0,3.0700,0.3500,-0.1800,0,395.00,,,0,3705.00,,,0,0.500000,,,0,0.510000,,,0,271.70100000,2.91750000,-2.91750000
Kepler-54 d,1,3,Transit,20.99569400000,0.00014300000,-0.00014300000,0,0.1260000000,,,0,1.53000000,0.08000000,-0.08000000,0,12.09460000,,,1,0.000000,,,0,3.4250,0.3510,-0.3230,0,328.00,,,0,4252.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,0.518000,0.013000,-0.013000,0,271.70100000,2.91750000,-2.91750000
Kepler-540 b,1,1,Transit,172.70497840000,0.00053560000,-0.00053560000,0,0.5882200000,0.0055300000,-0.0055300000,0,2.71000000,0.38000000,-0.26000000,0,7.80000000,,,0,0.000000,,,0,4.5250,0.1090,-0.1070,0,355.00,,,0,5946.00,77.07,-63.84,0,1.080000,0.149000,-0.102000,0,1.020000,0.055000,-0.054000,0,390.37400000,3.99200000,-3.91400000
Kepler-541 b,1,1,Transit,5.08005848000,0.00001338000,-0.00001338000,0,0.0644700000,0.0010700000,-0.0010700000,0,3.36000000,0.58000000,-0.56000000,0,11.20000000,,,0,0.000000,,,0,1452.9040,55.3890,-53.0590,0,1673.00,,,0,6166.00,102.75,-99.75,0,2.060000,0.324000,-0.328000,0,1.410000,0.121000,-0.163000,0,1060.68000000,16.64000000,-16.14000000
Kepler-542 b,1,1,Transit,13.14497566000,0.00003491000,-0.00003491000,0,0.1070300000,0.0009700000,-0.0009700000,0,1.57000000,0.10000000,-0.11000000,0,3.09000000,,,0,0.000000,,,0,61.5730,1.5370,-1.4970,0,698.00,,,0,5526.00,76.12,-59.55,0,0.900000,0.055000,-0.041000,0,0.930000,0.035000,-0.037000,0,436.01600000,3.23000000,-3.18400000
Kepler-543 b,1,1,Transit,13.89961966000,0.00001102000,-0.00001102000,0,0.1023000000,0.0008500000,-0.0008500000,0,2.50000000,0.12000000,-0.26000000,0,6.80000000,,,0,0.000000,,,0,23.0810,0.4800,-0.4710,0,521.00,,,0,4671.00,85.64,-76.72,0,0.670000,0.032000,-0.025000,0,0.700000,0.051000,-0.044000,0,221.80200000,1.03600000,-1.02700000
Kepler-544 b,1,1,Transit,21.41616926000,0.00008095000,-0.00008095000,0,0.1548200000,0.0017600000,-0.0017600000,0,2.12000000,0.19000000,-0.14000000,0,5.14000000,,,0,0.000000,,,0,126.0310,4.6310,-4.4510,0,748.00,,,0,6206.00,68.10,-58.72,0,1.220000,0.107000,-0.076000,0,1.160000,0.039000,-0.038000,0,963.18000000,13.67650000,-13.67650000
Kepler-545 b,1,1,Transit,13.24934059000,0.00002104000,-0.00002104000,0,0.1124800000,0.0010100000,-0.0010100000,0,2.69000000,0.30000000,-0.21000000,0,7.70000000,,,0,0.000000,,,0,101.1430,3.9410,-3.7960,0,806.00,,,0,5882.00,77.41,-64.41,0,1.070000,0.118000,-0.079000,0,1.040000,0.038000,-0.038000,0,818.00100000,12.45100000,-12.09000000
Kepler-546 b,1,1,Transit,4.14702025800,0.00000088100,-0.00000088100,0,0.0502000000,,,0,7.00000000,1.93000000,-0.77000000,0,39.10000000,,,0,0.000000,,,0,690.1300,33.7970,-31.9300,0,1258.00,,,0,5967.00,92.74,-130.13,0,1.150000,0.317000,-0.127000,0,1.110000,0.107000,-0.072000,0,1019.65000000,17.84000000,-17.25000000
Kepler-547 b,1,1,Transit,6.01038428900,0.00000156800,-0.00000156800,0,0.0580000000,,,0,4.00000000,0.13000000,-0.31000000,0,15.10000000,,,0,0.000000,,,0,87.7130,2.2430,-2.1900,0,768.00,,,0,4828.00,40.10,-46.81,0,0.730000,0.023000,-0.036000,0,0.780000,0.032000,-0.041000,0,378.97200000,3.97800000,-3.89600000
Kepler-548 b,1,1,Transit,4.45419433800,0.00000038300,-0.00000038300,0,0.0495000000,,,0,11.99000000,2.19000000,-1.10000000,0,,,,,0.000000,,,0,237.0350,11.0670,-10.5350,0,1017.00,,,0,5535.00,265.27,-230.38,0,0.900000,0.164000,-0.082000,0,0.930000,0.088000,-0.067000,0,751.77600000,13.01050000,-13.01050000
Kepler-549 b,1,3,Transit,42.94956490000,0.00015430000,-0.00015430000,0,0.2323600000,0.0014800000,-0.0014800000,0,2.57000000,0.23000000,-0.17000000,0,11.00000000,4.20000000,-3.20000000,0,0.000000,,,0,9.5490,0.3480,-0.3370,0,487.00,,,0,5360.00,66.88,-72.90,0,0.840000,0.073000,-0.050000,0,0.880000,0.039000,-0.047000,0,635.14500000,7.02200000,-6.87200000
Kepler-549 c,1,3,Transit,117.04049800000,0.00177700000,-0.00177700000,0,0.4533200000,0.0028800000,-0.0028800000,0,2.93000000,0.25000000,-0.59000000,0,8.91000000,,,0,0.000000,,,0,2.5100,0.0910,-0.0890,0,349.00,,,0,5360.00,66.88,-72.90,0,0.840000,0.073000,-0.050000,0,0.880000,0.039000,-0.047000,0,635.14500000,7.02200000,-6.87200000
Kepler-549 d,1,3,Transit,24.61480613000,0.00003227000,-0.00003227000,0,0.1575000000,,,0,4.20000000,0.45000000,-0.50000000,0,16.40000000,,,0,0.000000,,,0,27.9300,8.4800,-7.5000,0,586.00,,,0,5312.00,79.00,-79.00,0,0.986000,0.107000,-0.117000,0,0.859000,0.060000,-0.033000,0,635.14500000,7.02200000,-6.87200000
Kepler-55 b,1,5,Transit,27.94814490000,0.00024000000,-0.00024000000,0,0.1593000000,,,0,2.43000000,,,0,43.00000000,37.20000000,-18.00000000,0,0.000000,,,0,6.6420,0.3780,-0.3580,0,400.00,,,0,4362.00,,,0,0.580000,,,0,0.620000,,,0,578.79600000,9.60400000,-9.30000000
Kepler-55 c,1,5,Transit,42.15164180000,0.00053000000,-0.00053000000,0,0.2095000000,,,0,2.21000000,,,0,69.80000000,32.60000000,-18.30000000,0,0.000000,,,0,3.8400,0.2180,-0.2070,0,349.00,,,0,4362.00,,,0,0.580000,,,0,0.620000,,,0,578.79600000,9.60400000,-9.30000000
Kepler-55 d,1,5,Transit,2.21109900000,0.00000400000,-0.00000400000,0,0.0290000000,,,0,1.59000000,0.09000000,-0.09000000,0,3.15000000,,,0,0.000000,,,0,195.0050,11.0830,-10.4960,0,931.00,,,0,4503.00,100.00,-100.00,0,0.619000,0.028000,-0.028000,0,0.631000,0.016000,-0.016000,0,578.79600000,9.60400000,-9.30000000
Kepler-55 e,1,5,Transit,4.61753400000,0.00002100000,-0.00002100000,0,0.0480000000,,,0,1.55000000,0.23000000,-0.23000000,0,3.02000000,,,0,0.000000,,,0,73.1570,4.1580,-3.9380,0,728.00,,,0,4503.00,100.00,-100.00,0,0.619000,0.028000,-0.028000,0,0.631000,0.016000,-0.016000,0,578.79600000,9.60400000,-9.30000000
Kepler-55 f,1,5,Transit,10.19854500000,0.00004500000,-0.00004500000,0,0.0810000000,,,0,1.59000000,0.10000000,-0.10000000,0,3.15000000,,,0,0.000000,,,0,25.4380,1.4460,-1.3690,0,559.00,,,0,4503.00,100.00,-100.00,0,0.619000,0.028000,-0.028000,0,0.631000,0.016000,-0.016000,0,578.79600000,9.60400000,-9.30000000
Kepler-550 b,1,1,Transit,8.60010410900,0.00000425000,-0.00000425000,0,0.0747000000,,,0,4.42000000,0.34000000,-0.27000000,0,17.90000000,,,0,0.000000,,,0,77.2580,2.1380,-2.0750,0,760.00,,,0,5322.00,98.03,-122.84,0,0.830000,0.064000,-0.050000,0,0.870000,0.045000,-0.052000,0,531.94400000,4.87400000,-4.78700000
Kepler-551 b,1,1,Transit,12.37646610000,0.00001298000,-0.00001298000,0,0.0893000000,,,0,2.73000000,0.25000000,-0.15000000,0,7.90000000,,,0,0.000000,,,0,14.3860,0.3630,-0.3550,0,483.00,,,0,4286.00,37.81,-34.92,0,0.630000,0.022000,-0.020000,0,0.650000,0.030000,-0.027000,0,311.17500000,2.10700000,-2.08000000
Kepler-552 b,1,1,Transit,5.26341576500,0.00000289600,-0.00000289600,0,0.0612000000,,,0,3.95000000,0.82000000,-0.57000000,0,14.80000000,,,0,0.000000,,,0,358.9940,13.4070,-12.9050,0,1103.00,,,0,5863.00,103.85,-100.72,0,1.040000,0.217000,-0.100000,0,1.030000,0.057000,-0.062000,0,843.68900000,11.80350000,-11.80350000
Kepler-553 b,1,2,Transit,4.03046700000,0.00000180000,-0.00000180000,0,0.0476600000,0.0008100000,-0.0006500000,0,4.74139884,0.17934369,-0.12329879,0,116.00736855,,,1,0.000000,,,0,235.0000,16.0000,-15.0000,0,1089.00,19.00,-19.00,0,5191.00,76.00,-78.00,0,0.902000,0.026000,-0.021000,0,0.889000,0.046000,-0.036000,0,728.52500000,12.57100000,-12.57100000
Kepler-553 c,1,2,Transit,328.24017000000,0.00039000000,-0.00040000000,0,0.8980000000,0.0150000000,-0.0120000000,0,11.57887706,0.35868738,-0.28022452,0,2129.45032690,139.84449908,-136.66621501,0,0.346000,0.020000,-0.024000,0,0.5890,0.0460,-0.0420,0,251.00,4.30,-4.30,0,5191.00,76.00,-78.00,0,0.902000,0.026000,-0.021000,0,0.889000,0.046000,-0.036000,0,728.52500000,12.57100000,-12.57100000
Kepler-554 b,1,1,Transit,1.90220855600,0.00000041000,-0.00000041000,0,0.0302200000,0.0002800000,-0.0002800000,0,4.29000000,0.27000000,-0.21000000,0,17.00000000,,,0,0.000000,,,0,877.9450,30.6790,-29.4660,0,1346.00,,,0,5447.00,76.54,-66.56,0,0.920000,0.058000,-0.044000,0,0.930000,0.038000,-0.033000,0,690.52500000,8.71200000,-8.50200000
Kepler-555 b,1,1,Transit,16.21775407000,0.00002890000,-0.00002890000,0,0.1201000000,,,0,2.83000000,0.56000000,-0.29000000,0,8.40000000,,,0,0.000000,,,0,129.3740,5.8170,-5.5520,0,664.00,,,0,5894.00,117.98,-162.81,0,1.040000,0.206000,-0.104000,0,1.030000,0.070000,-0.067000,0,973.12100000,18.27600000,-17.62600000
Kepler-556 b,1,1,Transit,11.72292176000,0.00002381000,-0.00002381000,0,0.0983300000,0.0012500000,-0.0012500000,0,2.24000000,0.20000000,-0.12000000,0,5.65000000,,,0,0.000000,,,0,81.6410,2.8610,-2.7670,0,766.00,,,0,5740.00,57.53,-49.06,0,0.980000,0.083000,-0.049000,0,1.000000,0.033000,-0.035000,0,674.59800000,9.13200000,-9.13200000
Kepler-557 b,1,1,Transit,3.70598955100,0.00000486700,-0.00000486700,0,0.0469000000,,,0,2.67000000,0.80000000,-0.38000000,0,7.61000000,,,0,0.000000,,,0,2885.6630,359.5540,-308.4550,0,1281.00,,,0,6068.00,151.79,-199.33,0,1.160000,0.348000,-0.162000,0,1.110000,0.125000,-0.092000,0,2097.12000000,119.11500000,-119.11500000
Kepler-558 b,1,1,Transit,29.00790538000,0.00008906000,-0.00008906000,0,0.1759000000,,,0,2.37000000,0.17000000,-0.14000000,0,6.21000000,,,0,0.000000,,,0,15.2270,0.6540,-0.6220,0,498.00,,,0,5242.00,93.27,-66.35,0,0.810000,0.050000,-0.046000,0,0.850000,0.041000,-0.047000,0,661.87600000,10.06600000,-9.77300000
Kepler-559 b,1,1,Transit,17.58752333000,0.00002056000,-0.00002056000,0,0.1277000000,,,0,3.61000000,0.64000000,-0.36000000,0,12.70000000,,,0,0.000000,,,0,42.5430,1.9870,-1.8880,0,706.00,,,0,5630.00,200.63,-197.22,0,0.950000,0.168000,-0.092000,0,0.960000,0.073000,-0.064000,0,776.70800000,14.95700000,-14.41100000
Kepler-56 b,1,3,Transit,10.50160000000,0.00110000000,-0.00100000000,0,0.1028000000,0.0037000000,-0.0037000000,0,6.51000000,0.29000000,-0.28000000,0,22.10000000,3.90000000,-3.60000000,0,0.040000,0.010000,-0.010000,0,819.2450,45.5170,-42.6660,0,1378.00,,,0,4840.00,97.00,-97.00,0,4.230000,0.150000,-0.150000,0,1.320000,0.130000,-0.130000,0,912.99400000,23.54650000,-23.54650000
Kepler-56 c,1,3,Transit,21.40239000000,0.00059000000,-0.00062000000,0,0.1652000000,0.0059000000,-0.0059000000,0,9.80000000,0.46000000,-0.46000000,0,181.00000000,21.00000000,-19.00000000,0,0.000000,0.010000,-0.010000,0,317.2060,17.6240,-16.5200,0,1087.00,,,0,4840.00,97.00,-97.00,0,4.230000,0.150000,-0.150000,0,1.320000,0.130000,-0.130000,0,912.99400000,23.54650000,-23.54650000
Kepler-56 d,1,3,Radial Velocity,1002.00000000000,5.00000000000,-5.00000000000,0,2.1600000000,0.0800000000,-0.0800000000,0,12.80000000,,,0,1784.00000000,120.00000000,-120.00000000,0,0.200000,0.010000,-0.010000,0,1.7204,0.1475,-0.1475,0,324.75,,,0,4819.44,74.95,-74.95,0,4.217990,,,0,1.290000,0.037000,-0.034000,0,912.99400000,23.54650000,-23.54650000
Kepler-560 b,2,1,Transit,18.47764449000,0.00001517000,-0.00001517000,0,0.0899000000,0.0031000000,-0.0062000000,0,1.72000000,0.09000000,-0.09000000,0,3.61000000,,,0,0.170000,0.070000,-0.040000,0,2.4600,0.2510,-0.2300,0,298.00,22.00,-32.00,0,3556.00,30.41,-23.60,0,0.330000,0.016000,-0.018000,0,0.340000,0.021000,-0.021000,0,109.30800000,0.41300000,-0.41000000
Kepler-561 b,1,2,Transit,58.36204950000,0.00003229000,-0.00003229000,0,0.2925600000,0.0016200000,-0.0016200000,0,6.96000000,1.21000000,-0.61000000,0,38.70000000,,,0,0.000000,,,0,7.5650,0.2850,-0.2740,0,446.00,,,0,5646.00,175.40,-189.65,0,0.940000,0.164000,-0.082000,0,0.960000,0.068000,-0.059000,0,621.37800000,9.33500000,-9.33500000
Kepler-561 c,1,2,Transit,5.35016198300,0.00000443500,-0.00000443500,0,0.0594700000,0.0003300000,-0.0003300000,0,2.68000000,0.43000000,-0.25000000,0,7.65000000,,,0,0.000000,,,0,183.1660,6.8950,-6.6440,0,989.00,,,0,5646.00,175.40,-189.65,0,0.940000,0.164000,-0.082000,0,0.960000,0.068000,-0.059000,0,621.37800000,9.33500000,-9.33500000
Kepler-562 b,1,1,Transit,18.00931443600,0.00000989800,-0.00000989800,0,0.1333000000,,,0,5.21000000,0.64000000,-0.40000000,0,23.70000000,,,0,0.000000,,,0,67.4350,3.5610,-3.3540,0,658.00,,,0,5575.00,83.81,-85.33,0,0.900000,0.111000,-0.063000,0,0.930000,0.046000,-0.053000,0,992.76900000,22.95100000,-21.95800000
Kepler-563 b,1,1,Transit,22.18432708000,0.00002500000,-0.00002500000,0,0.1418000000,,,0,3.09000000,0.17000000,-0.20000000,0,9.75000000,,,0,0.000000,,,0,18.7380,0.7280,-0.6960,0,546.00,,,0,5066.00,80.00,-61.96,0,0.770000,0.038000,-0.048000,0,0.800000,0.043000,-0.047000,0,565.20700000,7.51200000,-7.51200000
Kepler-564 b,1,1,Transit,3.75083228500,0.00000121900,-0.00000121900,0,0.0484000000,,,0,4.63000000,0.66000000,-0.36000000,0,19.40000000,,,0,0.000000,,,0,389.4040,17.4680,-16.7230,0,1129.00,,,0,5626.00,144.83,-126.35,0,0.920000,0.130000,-0.071000,0,0.950000,0.058000,-0.062000,0,863.03700000,14.81550000,-14.81550000
Kepler-565 b,1,1,Transit,4.24374722600,0.00000293100,-0.00000293100,0,0.0501000000,,,0,3.64000000,0.51000000,-0.27000000,0,12.90000000,,,0,0.000000,,,0,301.4600,260.0300,-81.7600,0,1063.00,,,0,5735.00,80.65,-75.30,0,0.950000,0.132000,-0.070000,0,0.980000,0.043000,-0.055000,0,1041.00000000,144.14200000,-81.93100000
Kepler-566 b,1,1,Transit,18.42794624000,0.00004230000,-0.00004230000,0,0.1247000000,,,0,2.15000000,0.13000000,-0.13000000,0,5.27000000,,,0,0.000000,,,0,16.8790,0.6520,-0.6250,0,526.00,,,0,5132.00,59.73,-80.24,0,0.790000,0.041000,-0.042000,0,0.830000,0.039000,-0.046000,0,564.27700000,8.56750000,-8.56750000
Kepler-567 b,1,1,Transit,16.54297375000,0.00004149000,-0.00004149000,0,0.1229000000,,,0,2.25000000,0.15000000,-0.12000000,0,5.69000000,,,0,0.000000,,,0,26.1370,0.9230,-0.8940,0,611.00,,,0,5148.00,106.09,-92.59,0,0.790000,0.045000,-0.036000,0,0.840000,0.038000,-0.043000,0,558.81000000,6.35500000,-6.21600000
Kepler-568 b,1,1,Transit,11.02347475000,0.00000765700,-0.00000765700,0,0.0794000000,,,0,2.26000000,0.08000000,-0.08000000,0,5.73000000,,,0,0.000000,,,0,8.3700,0.8530,-0.7810,0,429.00,,,0,3768.00,40.66,-39.79,0,0.530000,0.017000,-0.016000,0,0.550000,0.019000,-0.018000,0,130.64500000,0.49700000,-0.49400000
Kepler-569 b,1,1,Transit,34.18890521000,0.00006016000,-0.00006016000,0,0.1978400000,0.0024700000,-0.0024700000,0,3.16000000,0.22000000,-0.17000000,0,10.10000000,,,0,0.000000,,,0,19.3140,0.6140,-0.5910,0,526.00,,,0,5616.00,66.28,-55.02,0,0.930000,0.065000,-0.046000,0,0.950000,0.033000,-0.035000,0,638.30100000,7.17300000,-7.01700000
Kepler-57 b,1,2,Transit,5.72000000000,,,0,0.0598800000,0.0005900000,-0.0005900000,0,3.13500000,0.09000000,-0.08800000,0,25.06000000,5.16000000,-4.91000000,0,0.016200,0.002400,-0.002100,0,124.3490,4.7000,-4.4940,0,850.00,,,0,5187.90,90.80,-90.80,0,0.826000,0.019000,-0.019000,0,0.859000,0.049000,-0.049000,0,644.14000000,8.62850000,-8.62850000
Kepler-57 c,1,2,Transit,11.60000000000,,,0,0.0958800000,0.0009500000,-0.0009500000,0,2.19600000,0.06700000,-0.06500000,0,6.86000000,1.52000000,-1.43000000,0,0.072500,0.007000,-0.006200,0,48.5740,1.8360,-1.7550,0,671.00,,,0,5187.90,90.80,-90.80,0,0.826000,0.019000,-0.019000,0,0.859000,0.049000,-0.049000,0,644.14000000,8.62850000,-8.62850000
Kepler-570 b,1,1,Transit,4.30166200300,0.00000310500,-0.00000310500,0,0.0497000000,,,0,2.45000000,0.34000000,-0.15000000,0,6.57000000,,,0,0.000000,,,0,214.0400,7.5270,-7.3070,0,1009.00,,,0,5496.00,71.37,-88.25,0,0.900000,0.125000,-0.055000,0,0.930000,0.042000,-0.045000,0,568.14800000,5.28250000,-5.28250000
Kepler-571 b,1,1,Transit,4.79859938800,0.00000540300,-0.00000540300,0,0.0546000000,,,0,2.64000000,0.32000000,-0.17000000,0,7.46000000,,,0,0.000000,,,0,219.0360,8.0080,-7.7160,0,978.00,,,0,5527.00,75.23,-79.46,0,0.900000,0.109000,-0.054000,0,0.930000,0.040000,-0.045000,0,723.87500000,9.97100000,-9.70800000
Kepler-572 b,1,1,Transit,17.20523483000,0.00002222000,-0.00002222000,0,0.1192000000,,,0,2.58000000,0.18000000,-0.17000000,0,7.18000000,,,0,0.000000,,,0,26.8890,0.7460,-0.7200,0,553.00,,,0,5212.00,89.47,-77.65,0,0.790000,0.052000,-0.051000,0,0.830000,0.044000,-0.053000,0,504.66700000,4.87100000,-4.87100000
Kepler-573 b,1,1,Transit,22.18329658000,0.00004593000,-0.00004593000,0,0.1452700000,0.0005900000,-0.0005900000,0,2.79000000,0.36000000,-0.23000000,0,8.20000000,,,0,0.000000,,,0,46.4400,1.8540,-1.7830,0,646.00,,,0,5746.00,59.48,-51.43,0,1.020000,0.131000,-0.083000,0,0.990000,0.032000,-0.036000,0,771.47100000,10.12850000,-10.12850000
Kepler-574 b,1,1,Transit,7.65880414000,0.00001346000,-0.00001346000,0,0.0723000000,,,0,2.39000000,0.33000000,-0.16000000,0,6.30000000,,,0,0.000000,,,0,120.4700,4.8950,-4.7200,0,858.00,,,0,5612.00,116.01,-108.40,0,0.910000,0.122000,-0.061000,0,0.950000,0.048000,-0.054000,0,682.89600000,8.18150000,-8.18150000
Kepler-575 b,1,1,Transit,9.37891944000,0.00002371000,-0.00002371000,0,0.0788000000,,,0,2.39000000,0.52000000,-0.21000000,0,6.30000000,,,0,0.000000,,,0,141.9870,6.5180,-6.2050,0,803.00,,,0,5710.00,114.70,-145.72,0,0.950000,0.125000,-0.078000,0,0.970000,0.055000,-0.057000,0,853.97700000,14.78700000,-14.30100000
Kepler-576 b,1,1,Transit,29.91136794000,0.00009909000,-0.00009909000,0,0.1790000000,,,0,3.27000000,0.84000000,-0.39000000,0,10.70000000,,,0,0.000000,,,0,16.8170,0.7570,-0.7230,0,541.00,,,0,5672.00,95.54,-141.61,0,0.970000,0.245000,-0.083000,0,0.990000,0.052000,-0.055000,0,617.55000000,11.33700000,-10.94300000
Kepler-577 b,1,1,Transit,25.69578251000,0.00006320000,-0.00006320000,0,0.1348000000,,,0,2.55000000,0.38000000,-0.15000000,0,7.04000000,,,0,0.000000,,,0,5.6880,0.5910,-0.5420,0,314.00,,,0,4984.00,52.11,-41.61,0,0.730000,0.031000,-0.040000,0,0.780000,0.035000,-0.042000,0,524.24700000,7.56100000,-7.35200000
Kepler-578 b,1,1,Transit,1.61688369600,0.00000122800,-0.00000122800,0,0.0266000000,,,0,2.00000000,0.18000000,-0.22000000,0,4.66000000,,,0,0.000000,,,0,496.8980,15.7700,-15.3000,0,1774.00,,,0,5334.00,117.14,-106.87,0,0.830000,0.068000,-0.052000,0,0.870000,0.045000,-0.049000,0,541.43200000,6.91000000,-6.74100000
Kepler-579 b,1,1,Transit,9.66857723000,0.00001920000,-0.00001920000,0,0.0854000000,,,0,2.00000000,0.35000000,-0.18000000,0,4.66000000,,,0,0.000000,,,0,60.6090,1.9430,-1.8820,0,730.00,,,0,5636.00,135.41,-185.60,0,0.960000,0.164000,-0.084000,0,0.990000,0.061000,-0.057000,0,530.76500000,5.11000000,-5.01400000
Kepler-58 b,1,4,Transit,10.21849540000,0.00015000000,-0.00015000000,0,0.0929100000,0.0007700000,-0.0007700000,0,2.78000000,,,0,35.50000000,,,1,0.040000,0.044000,-0.031000,0,112.9920,6.7340,-6.2880,0,920.00,,,0,5843.00,,,0,1.030000,,,0,0.950000,,,0,969.25200000,24.47800000,-23.32000000
Kepler-58 c,1,4,Transit,15.57415680000,0.00027000000,-0.00027000000,0,0.1230700000,0.0010200000,-0.0010200000,0,2.86000000,,,0,53.00000000,,,1,0.000000,,,0,64.3890,3.8370,-3.5830,0,799.00,,,0,5843.00,,,0,1.030000,,,0,0.950000,,,0,969.25200000,24.47800000,-23.32000000
Kepler-58 d,1,4,Transit,40.10137100000,0.00061200000,-0.00061200000,0,0.2360000000,,,0,2.94000000,1.40000000,-1.40000000,0,245.34300000,,,1,0.000000,,,0,18.2440,1.0870,-1.0150,0,583.00,,,0,6099.00,200.00,-200.00,0,1.127000,0.526000,-0.526000,0,1.024000,0.024000,-0.027000,0,969.25200000,24.47800000,-23.32000000
